"1",4.57,328.772,180,21,0.367286159194611,40,36,20,1,1
"1",6.857,477.365,225,26,0.399979720431665,40,36,20,2,1
"1",6.278,808.332,306,35,0.410391830231042,40,36,20,3,1
"1",6.278,870.63,324,37,0.412631273991454,40,36,20,4,1
"1",8.777,1171.159,405,46,0.413723473600348,40,36,20,5,1
"1",10.477,1110.444,387,45,0.413998696313464,40,36,10,31,3
"1",10.337,1390.312,450,56,0.418784674440501,40,36,20,6,1
"1",11.077,1584.516,486,55,0.420152096762512,40,36,20,32,3
"1",12.049,1761.567,522,65,0.420007242702977,40,36,20,7,1
"1",11.437,1834.55,585,66,0.416180198450062,40,36,30,33,3
"1",11.705,2128.205,675,76,0.427774317375244,40,36,40,34,3
"1",13.913,2351.331,522,74,0.420010139784167,40,36,20,8,1
"1",12.294,2721.27,801,90,0.433574273919027,40,36,50,35,3
"1",16.395,2796.857,621,85,0.427499094662128,40,36,20,9,1
"1",17.791,3282.736,621,87,0.427542550879988,40,36,20,10,1
"1",32.484,3374.68,720,98,0.449615412471935,40,36,20,11,1
"1",34.355,3866.311,801,107,0.450461360179619,40,36,20,12,1
"1",37.22,4388.371,801,116,0.45046425726081,40,36,20,13,1
"1",40.002,4573.039,801,127,0.450478742666763,40,36,20,14,1
"1",10.692,1338.3,486,55,0.420152096762512,40,36,20,19,2
"1",11.852,1458.65,513,58,0.478725284276092,80,82,20,23,2
"1",11.108,1523.472,486,55,0.43764177591077,50,45,20,20,2
"1",11.14,1564.765,486,55,0.394026218584776,20,18,20,17,2
"1",10.578,1602.634,504,57,0.398644166002752,30,27,20,18,2
"1",11.516,1614.48,504,57,0.459650901716521,70,63,20,22,2
"1",11.362,1659.609,486,55,0.381815021365974,10,9,20,16,2
"1",11.95,1639.29,504,57,0.483010067357138,90,81,20,24,2
"1",11.349,1650.704,513,58,0.445608749185196,60,54,20,21,2
"1",11.75,1693.256,504,58,0.494691098718042,100,90,20,25,2
"1",96.3,5632.436,927,141,0.475944086333019,40,36,20,15,1
"1",22.402,863.574,324,37,0.431682479901499,40,36,20,41,4
"1",22.717,1276.407,405,46,0.44422104729485,40,36,20,42,4
"1",29.408,1516.821,504,57,0.444985876729195,40,36,20,43,4
"1",28.995,2008.535,549,67,0.446463388136453,40,36,20,44,4

