id,latitude,longitude,localtime,timestamps,conds,winddird,windspd,temperatur,fog,rain,snow,thunder,tornado
801,40.67,-73.94,2014/03/06 03:51,1394095860,Clear,0,-9999,-7.2,0,0,0,0,0
802,40.67,-73.94,2014/03/06 04:51,1394099460,Clear,40,18.5,-7.8,0,0,0,0,0
803,40.67,-73.94,2014/03/06 05:51,1394103060,Clear,40,18.5,-8.9,0,0,0,0,0
804,40.67,-73.94,2014/03/06 06:51,1394106660,Clear,40,20.4,-8.9,0,0,0,0,0
805,40.67,-73.94,2014/03/06 07:51,1394110260,Clear,50,20.4,-8.3,0,0,0,0,0
806,40.67,-73.94,2014/03/06 08:51,1394113860,Clear,40,18.5,-7.8,0,0,0,0,0
807,40.67,-73.94,2014/03/06 09:51,1394117460,Clear,10,18.5,-6.1,0,0,0,0,0
808,40.67,-73.94,2014/03/06 10:51,1394121060,Clear,0,-9999,-3.9,0,0,0,0,0
809,40.67,-73.94,2014/03/06 11:51,1394124660,Clear,0,-9999,-2.8,0,0,0,0,0
810,40.67,-73.94,2014/03/06 12:51,1394128260,Clear,0,5.6,-1.7,0,0,0,0,0
811,40.67,-73.94,2014/03/06 13:51,1394131860,Clear,70,11.1,-1.1,0,0,0,0,0
812,40.67,-73.94,2014/03/06 14:51,1394135460,Clear,0,7.4,-1.1,0,0,0,0,0
813,40.67,-73.94,2014/03/06 15:51,1394139060,Clear,70,9.3,-1.7,0,0,0,0,0
814,40.67,-73.94,2014/03/06 16:51,1394142660,Clear,90,13,-1.7,0,0,0,0,0
815,40.67,-73.94,2014/03/06 17:51,1394146260,Clear,90,11.1,-2.2,0,0,0,0,0
816,40.67,-73.94,2014/03/06 18:51,1394149860,Clear,80,11.1,-2.8,0,0,0,0,0
817,40.67,-73.94,2014/03/06 19:51,1394153460,Clear,140,9.3,-2.8,0,0,0,0,0
818,40.67,-73.94,2014/03/06 20:51,1394157060,Clear,100,11.1,-2.8,0,0,0,0,0
819,40.67,-73.94,2014/03/06 21:51,1394160660,Clear,0,11.1,-2.8,0,0,0,0,0
820,40.67,-73.94,2014/03/06 22:51,1394164260,Clear,150,14.8,-2.8,0,0,0,0,0
821,40.67,-73.94,2014/03/06 23:51,1394167860,Clear,110,7.4,-2.8,0,0,0,0,0
822,40.67,-73.94,2014/03/07 00:20,1394169600,Mostly Cloudy,60,11.1,-2.8,0,0,0,0,0
823,40.67,-73.94,2014/03/07 01:51,1394175060,Overcast,80,13,-2.8,0,0,0,0,0
824,40.67,-73.94,2014/03/07 02:51,1394178660,Overcast,0,11.1,-2.2,0,0,0,0,0
825,40.67,-73.94,2014/03/07 03:51,1394182260,Overcast,70,13,-2.2,0,0,0,0,0
826,40.67,-73.94,2014/03/07 04:51,1394185860,Overcast,70,16.7,-2.2,0,0,0,0,0
827,40.67,-73.94,2014/03/07 05:51,1394189460,Overcast,60,20.4,-2.2,0,0,0,0,0
828,40.67,-73.94,2014/03/07 06:51,1394193060,Overcast,80,16.7,-2.2,0,0,0,0,0
829,40.67,-73.94,2014/03/07 07:51,1394196660,Overcast,70,14.8,-2.2,0,0,0,0,0
830,40.67,-73.94,2014/03/07 08:51,1394200260,Overcast,50,20.4,-1.1,0,0,0,0,0
831,40.67,-73.94,2014/03/07 09:51,1394203860,Overcast,60,14.8,-1.1,0,0,0,0,0
832,40.67,-73.94,2014/03/07 10:51,1394207460,Overcast,70,14.8,0,0,0,0,0,0
833,40.67,-73.94,2014/03/07 11:51,1394211060,Overcast,70,18.5,0,0,0,0,0,0
834,40.67,-73.94,2014/03/07 12:51,1394214660,Overcast,0,9.3,0,0,0,0,0,0
835,40.67,-73.94,2014/03/07 13:51,1394218260,Overcast,70,11.1,1.1,0,0,0,0,0
836,40.67,-73.94,2014/03/07 14:51,1394221860,Overcast,70,11.1,2.2,0,0,0,0,0
837,40.67,-73.94,2014/03/07 15:51,1394225460,Overcast,60,11.1,2.2,0,0,0,0,0
838,40.67,-73.94,2014/03/07 16:51,1394229060,Overcast,60,7.4,2.2,0,0,0,0,0
839,40.67,-73.94,2014/03/07 17:51,1394232660,Overcast,50,5.6,2.2,0,0,0,0,0
840,40.67,-73.94,2014/03/07 18:51,1394236260,Overcast,60,11.1,2.2,0,0,0,0,0
841,40.67,-73.94,2014/03/07 19:51,1394239860,Overcast,40,9.3,2.8,0,0,0,0,0
842,40.67,-73.94,2014/03/07 20:51,1394243460,Overcast,60,13,2.2,0,0,0,0,0
843,40.67,-73.94,2014/03/07 21:51,1394247060,Overcast,0,11.1,2.2,0,0,0,0,0
844,40.67,-73.94,2014/03/07 22:51,1394250660,Overcast,40,11.1,2.2,0,0,0,0,0
845,40.67,-73.94,2014/03/07 23:51,1394254260,Overcast,40,5.6,2.2,0,0,0,0,0
846,40.67,-73.94,2014/03/08 00:51,1394257860,Overcast,20,7.4,2.8,0,0,0,0,0
847,40.67,-73.94,2014/03/08 01:51,1394261460,Overcast,360,9.3,2.2,0,0,0,0,0
848,40.67,-73.94,2014/03/08 02:51,1394265060,Mostly Cloudy,340,11.1,2.8,0,0,0,0,0
849,40.67,-73.94,2014/03/08 03:51,1394268660,Partly Cloudy,310,5.6,1.7,0,0,0,0,0
850,40.67,-73.94,2014/03/08 04:51,1394272260,Clear,0,0,2.2,0,0,0,0,0
851,40.67,-73.94,2014/03/08 05:51,1394275860,Partly Cloudy,0,5.6,1.7,0,0,0,0,0
852,40.67,-73.94,2014/03/08 06:51,1394279460,Clear,290,7.4,2.2,0,0,0,0,0
853,40.67,-73.94,2014/03/08 07:51,1394283060,Clear,300,9.3,2.8,0,0,0,0,0
854,40.67,-73.94,2014/03/08 08:51,1394286660,Clear,300,7.4,4.4,0,0,0,0,0
855,40.67,-73.94,2014/03/08 09:51,1394290260,Clear,280,9.3,5.6,0,0,0,0,0
856,40.67,-73.94,2014/03/08 10:51,1394293860,Clear,0,7.4,8.3,0,0,0,0,0
857,40.67,-73.94,2014/03/08 11:51,1394297460,Partly Cloudy,260,7.4,10.6,0,0,0,0,0
858,40.67,-73.94,2014/03/08 12:51,1394301060,Scattered Clouds,270,20.4,12.2,0,0,0,0,0
859,40.67,-73.94,2014/03/08 13:51,1394304660,Overcast,0,11.1,12.8,0,0,0,0,0
860,40.67,-73.94,2014/03/08 14:51,1394308260,Clear,290,11.1,13.3,0,0,0,0,0
861,40.67,-73.94,2014/03/08 15:51,1394311860,Clear,310,16.7,12.8,0,0,0,0,0
862,40.67,-73.94,2014/03/08 16:51,1394315460,Overcast,310,13,12.2,0,0,0,0,0
863,40.67,-73.94,2014/03/08 17:51,1394319060,Overcast,0,11.1,11.1,0,0,0,0,0
864,40.67,-73.94,2014/03/08 18:51,1394322660,Overcast,300,9.3,10.6,0,0,0,0,0
865,40.67,-73.94,2014/03/08 19:51,1394326260,Overcast,290,9.3,9.4,0,0,0,0,0
866,40.67,-73.94,2014/03/08 20:51,1394329860,Mostly Cloudy,300,11.1,8.9,0,0,0,0,0
867,40.67,-73.94,2014/03/08 21:51,1394333460,Overcast,310,14.8,8.3,0,0,0,0,0
868,40.67,-73.94,2014/03/08 22:51,1394337060,Overcast,310,11.1,7.2,0,0,0,0,0
869,40.67,-73.94,2014/03/08 23:51,1394340660,Overcast,0,0,6.1,0,0,0,0,0
870,40.67,-73.94,2014/03/09 00:51,1394344260,Overcast,0,-9999,5.6,0,0,0,0,0
871,40.67,-73.94,2014/03/09 01:51,1394347860,Overcast,300,13,5,0,0,0,0,0
872,40.67,-73.94,2014/03/09 03:51,1394351460,Overcast,0,7.4,4.4,0,0,0,0,0
873,40.67,-73.94,2014/03/09 04:51,1394355060,Overcast,310,5.6,4.4,0,0,0,0,0
874,40.67,-73.94,2014/03/09 05:51,1394358660,Overcast,310,13,3.9,0,0,0,0,0
875,40.67,-73.94,2014/03/09 06:51,1394362260,Mostly Cloudy,300,7.4,3.3,0,0,0,0,0
876,40.67,-73.94,2014/03/09 07:51,1394365860,Clear,0,7.4,2.8,0,0,0,0,0
877,40.67,-73.94,2014/03/09 08:51,1394369460,Clear,50,13,2.2,0,0,0,0,0
878,40.67,-73.94,2014/03/09 09:51,1394373060,Clear,0,0,2.8,0,0,0,0,0
879,40.67,-73.94,2014/03/09 10:51,1394376660,Mostly Cloudy,320,13,2.8,0,0,0,0,0
880,40.67,-73.94,2014/03/09 11:51,1394380260,Mostly Cloudy,0,5.6,3.3,0,0,0,0,0
881,40.67,-73.94,2014/03/09 12:51,1394383860,Clear,310,18.5,4.4,0,0,0,0,0
882,40.67,-73.94,2014/03/09 13:51,1394387460,Clear,310,14.8,5.6,0,0,0,0,0
883,40.67,-73.94,2014/03/09 14:51,1394391060,Clear,300,13,6.1,0,0,0,0,0
884,40.67,-73.94,2014/03/09 15:51,1394394660,Clear,0,11.1,6.1,0,0,0,0,0
885,40.67,-73.94,2014/03/09 16:51,1394398260,Clear,290,13,6.1,0,0,0,0,0
886,40.67,-73.94,2014/03/09 17:51,1394401860,Clear,310,16.7,6.1,0,0,0,0,0
887,40.67,-73.94,2014/03/09 18:51,1394405460,Clear,300,9.3,5,0,0,0,0,0
888,40.67,-73.94,2014/03/09 19:51,1394409060,Clear,300,9.3,5,0,0,0,0,0
889,40.67,-73.94,2014/03/09 20:51,1394412660,Clear,280,5.6,4.4,0,0,0,0,0
890,40.67,-73.94,2014/03/09 21:51,1394416260,Clear,280,9.3,3.9,0,0,0,0,0
891,40.67,-73.94,2014/03/09 22:51,1394419860,Partly Cloudy,300,9.3,3.9,0,0,0,0,0
892,40.67,-73.94,2014/03/09 23:51,1394423460,Overcast,0,-9999,3.9,0,0,0,0,0
893,40.67,-73.94,2014/03/10 00:51,1394427060,Clear,0,7.4,3.9,0,0,0,0,0
894,40.67,-73.94,2014/03/10 00:51,1394427060,Clear,0,7.4,3.9,0,0,0,0,0
895,40.67,-73.94,2014/03/10 01:51,1394430660,Mostly Cloudy,0,7.4,3.9,0,0,0,0,0
896,40.67,-73.94,2014/03/10 02:51,1394434260,Overcast,0,7.4,3.3,0,0,0,0,0
897,40.67,-73.94,2014/03/10 03:51,1394437860,Overcast,0,9.3,3.3,0,0,0,0,0
898,40.67,-73.94,2014/03/10 04:51,1394441460,Overcast,240,9.3,3.3,0,0,0,0,0
899,40.67,-73.94,2014/03/10 05:51,1394445060,Overcast,280,7.4,3.3,0,0,0,0,0
900,40.67,-73.94,2014/03/10 06:51,1394448660,Overcast,0,5.6,3.3,0,0,0,0,0
901,40.67,-73.94,2014/03/10 07:51,1394452260,Overcast,240,11.1,3.9,0,0,0,0,0
902,40.67,-73.94,2014/03/10 08:51,1394455860,Light Snow,250,13,2.2,0,0,1,0,0
903,40.67,-73.94,2014/03/10 09:51,1394459460,Overcast,0,-9999,4.4,0,0,0,0,0
904,40.67,-73.94,2014/03/10 10:51,1394463060,Mostly Cloudy,250,13,5.6,0,0,0,0,0
905,40.67,-73.94,2014/03/10 11:51,1394466660,Overcast,0,5.6,6.7,0,0,0,0,0
906,40.67,-73.94,2014/03/10 12:51,1394470260,Overcast,0,11.1,7.8,0,0,0,0,0
907,40.67,-73.94,2014/03/10 13:51,1394473860,Overcast,0,11.1,7.8,0,0,0,0,0
908,40.67,-73.94,2014/03/10 14:51,1394477460,Overcast,250,11.1,8.9,0,0,0,0,0
909,40.67,-73.94,2014/03/10 15:51,1394481060,Scattered Clouds,0,9.3,10,0,0,0,0,0
910,40.67,-73.94,2014/03/10 16:51,1394484660,Clear,0,-9999,10.6,0,0,0,0,0
911,40.67,-73.94,2014/03/10 17:51,1394488260,Partly Cloudy,0,11.1,10,0,0,0,0,0
912,40.67,-73.94,2014/03/10 18:51,1394491860,Scattered Clouds,0,7.4,10,0,0,0,0,0
913,40.67,-73.94,2014/03/10 19:51,1394495460,Mostly Cloudy,160,5.6,7.8,0,0,0,0,0
914,40.67,-73.94,2014/03/10 20:51,1394499060,Overcast,0,-9999,7.2,0,0,0,0,0
915,40.67,-73.94,2014/03/10 21:51,1394502660,Overcast,160,5.6,7.2,0,0,0,0,0
916,40.67,-73.94,2014/03/10 22:51,1394506260,Overcast,160,9.3,7.2,0,0,0,0,0
917,40.67,-73.94,2014/03/10 23:51,1394509860,Overcast,0,0,8.3,0,0,0,0,0
918,40.67,-73.94,2014/03/11 00:51,1394513460,Overcast,240,11.1,10,0,0,0,0,0
919,40.67,-73.94,2014/03/11 01:51,1394517060,Clear,0,7.4,8.3,0,0,0,0,0
920,40.67,-73.94,2014/03/11 02:51,1394520660,Clear,0,5.6,8.3,0,0,0,0,0
921,40.67,-73.94,2014/03/11 03:51,1394524260,Clear,250,9.3,7.8,0,0,0,0,0
922,40.67,-73.94,2014/03/11 04:51,1394527860,Clear,250,9.3,7.8,0,0,0,0,0
923,40.67,-73.94,2014/03/11 05:51,1394531460,Clear,0,7.4,8.9,0,0,0,0,0
924,40.67,-73.94,2014/03/11 06:51,1394535060,Clear,270,13,8.9,0,0,0,0,0
925,40.67,-73.94,2014/03/11 07:51,1394538660,Clear,270,11.1,9.4,0,0,0,0,0
926,40.67,-73.94,2014/03/11 08:51,1394542260,Clear,0,7.4,10,0,0,0,0,0
927,40.67,-73.94,2014/03/11 09:51,1394545860,Clear,290,14.8,11.7,0,0,0,0,0
928,40.67,-73.94,2014/03/11 10:51,1394549460,Clear,0,5.6,13.3,0,0,0,0,0
929,40.67,-73.94,2014/03/11 11:51,1394553060,Clear,270,11.1,14.4,0,0,0,0,0
930,40.67,-73.94,2014/03/11 12:51,1394556660,Clear,280,11.1,16.1,0,0,0,0,0
931,40.67,-73.94,2014/03/11 13:51,1394560260,Clear,300,14.8,17.8,0,0,0,0,0
932,40.67,-73.94,2014/03/11 14:51,1394563860,Clear,0,9.3,18.3,0,0,0,0,0
933,40.67,-73.94,2014/03/11 15:51,1394567460,Clear,0,5.6,18.3,0,0,0,0,0
934,40.67,-73.94,2014/03/11 16:51,1394571060,Clear,250,9.3,18.3,0,0,0,0,0
935,40.67,-73.94,2014/03/11 17:51,1394574660,Clear,0,0,17.8,0,0,0,0,0
936,40.67,-73.94,2014/03/11 18:51,1394578260,Clear,300,9.3,16.7,0,0,0,0,0
937,40.67,-73.94,2014/03/11 19:51,1394581860,Clear,0,-9999,16.1,0,0,0,0,0
938,40.67,-73.94,2014/03/11 20:51,1394585460,Clear,0,0,15.6,0,0,0,0,0
939,40.67,-73.94,2014/03/11 21:51,1394589060,Mostly Cloudy,0,0,14.4,0,0,0,0,0
940,40.67,-73.94,2014/03/11 22:51,1394592660,Clear,0,0,14.4,0,0,0,0,0
941,40.67,-73.94,2014/03/11 23:51,1394596260,Mostly Cloudy,50,7.4,14.4,0,0,0,0,0
942,40.67,-73.94,2014/03/12 00:51,1394599860,Clear,0,5.6,12.8,0,0,0,0,0
943,40.67,-73.94,2014/03/12 01:51,1394603460,Mostly Cloudy,50,5.6,12.2,0,0,0,0,0
944,40.67,-73.94,2014/03/12 02:51,1394607060,Mostly Cloudy,40,5.6,11.1,0,0,0,0,0
945,40.67,-73.94,2014/03/12 03:51,1394610660,Overcast,0,0,10.6,0,0,0,0,0
946,40.67,-73.94,2014/03/12 04:51,1394614260,Clear,80,5.6,9.4,0,0,0,0,0
947,40.67,-73.94,2014/03/12 05:51,1394617860,Clear,60,9.3,8.3,0,0,0,0,0
948,40.67,-73.94,2014/03/12 06:51,1394621460,Clear,60,13,7.2,0,0,0,0,0
949,40.67,-73.94,2014/03/12 07:51,1394625060,Clear,0,7.4,7.8,0,0,0,0,0
950,40.67,-73.94,2014/03/12 08:51,1394628660,Clear,90,7.4,8.3,0,0,0,0,0
951,40.67,-73.94,2014/03/12 09:51,1394632260,Clear,70,9.3,9.4,0,0,0,0,0
952,40.67,-73.94,2014/03/12 10:51,1394635860,Clear,0,11.1,11.1,0,0,0,0,0
953,40.67,-73.94,2014/03/12 11:51,1394639460,Scattered Clouds,130,7.4,12.8,0,0,0,0,0
954,40.67,-73.94,2014/03/12 12:51,1394643060,Overcast,0,0,11.7,0,0,0,0,0
955,40.67,-73.94,2014/03/12 13:51,1394646660,Overcast,0,11.1,11.1,0,0,0,0,0
956,40.67,-73.94,2014/03/12 14:51,1394650260,Overcast,180,13,11.7,0,0,0,0,0
957,40.67,-73.94,2014/03/12 15:51,1394653860,Overcast,170,5.6,13.3,0,0,0,0,0
958,40.67,-73.94,2014/03/12 16:51,1394657460,Light Rain,0,0,11.7,0,1,0,0,0
959,40.67,-73.94,2014/03/12 17:51,1394661060,Light Rain,150,7.4,11.1,0,1,0,0,0
960,40.67,-73.94,2014/03/12 18:51,1394664660,Light Rain,170,9.3,11.7,0,1,0,0,0
961,40.67,-73.94,2014/03/12 19:51,1394668260,Overcast,0,9.3,11.7,0,0,0,0,0
962,40.67,-73.94,2014/03/12 20:51,1394671860,Light Rain,0,0,10.6,0,1,0,0,0
963,40.67,-73.94,2014/03/12 21:51,1394675460,Rain,0,9.3,11.1,0,1,0,0,0
964,40.67,-73.94,2014/03/12 23:34,1394681640,Overcast,310,14.8,2.8,0,0,0,0,0
965,40.67,-73.94,2014/03/13 00:51,1394686260,Overcast,310,16.7,0,0,0,0,0,0
966,40.67,-73.94,2014/03/13 01:51,1394689860,Overcast,290,22.2,-2.2,0,0,0,0,0
967,40.67,-73.94,2014/03/13 02:51,1394693460,Overcast,300,22.2,-3.9,0,0,0,0,0
968,40.67,-73.94,2014/03/13 03:51,1394697060,Overcast,310,31.5,-5,0,0,0,0,0
969,40.67,-73.94,2014/03/13 04:51,1394700660,Overcast,300,18.5,-6.1,0,0,0,0,0
970,40.67,-73.94,2014/03/13 05:51,1394704260,Overcast,310,27.8,-6.7,0,0,0,0,0
971,40.67,-73.94,2014/03/13 06:51,1394707860,Overcast,320,27.8,-7.2,0,0,0,0,0
972,40.67,-73.94,2014/03/13 07:51,1394711460,Scattered Clouds,0,-9999,-7.2,0,0,0,0,0
973,40.67,-73.94,2014/03/13 08:51,1394715060,Overcast,310,25.9,-7.2,0,0,0,0,0
974,40.67,-73.94,2014/03/13 09:51,1394718660,Overcast,320,24.1,-6.7,0,0,0,0,0
975,40.67,-73.94,2014/03/13 10:51,1394722260,Overcast,320,18.5,-6.7,0,0,0,0,0
976,40.67,-73.94,2014/03/13 11:51,1394725860,Mostly Cloudy,310,22.2,-5.6,0,0,0,0,0
977,40.67,-73.94,2014/03/13 12:51,1394729460,Mostly Cloudy,310,25.9,-5,0,0,0,0,0
978,40.67,-73.94,2014/03/13 13:51,1394733060,Scattered Clouds,290,20.4,-3.3,0,0,0,0,0
979,40.67,-73.94,2014/03/13 14:51,1394736660,Partly Cloudy,310,20.4,-2.8,0,0,0,0,0
980,40.67,-73.94,2014/03/13 15:51,1394740260,Clear,310,22.2,-2.8,0,0,0,0,0
981,40.67,-73.94,2014/03/13 16:51,1394743860,Clear,290,22.2,-2.8,0,0,0,0,0
982,40.67,-73.94,2014/03/13 17:51,1394747460,Clear,310,29.6,-3.3,0,0,0,0,0
983,40.67,-73.94,2014/03/13 18:51,1394751060,Clear,310,22.2,-3.9,0,0,0,0,0
984,40.67,-73.94,2014/03/13 19:51,1394754660,Clear,310,24.1,-4.4,0,0,0,0,0
985,40.67,-73.94,2014/03/13 20:51,1394758260,Clear,310,20.4,-4.4,0,0,0,0,0
986,40.67,-73.94,2014/03/13 21:51,1394761860,Clear,310,20.4,-5,0,0,0,0,0
987,40.67,-73.94,2014/03/13 22:51,1394765460,Clear,310,18.5,-5.6,0,0,0,0,0
988,40.67,-73.94,2014/03/13 23:51,1394769060,Clear,310,24.1,-5.6,0,0,0,0,0
989,40.67,-73.94,2014/03/14 00:51,1394772660,Clear,0,11.1,-5.6,0,0,0,0,0
990,40.67,-73.94,2014/03/14 01:51,1394776260,Clear,0,9.3,-5.6,0,0,0,0,0
991,40.67,-73.94,2014/03/14 02:51,1394779860,Overcast,0,7.4,-5.6,0,0,0,0,0
992,40.67,-73.94,2014/03/14 03:51,1394783460,Partly Cloudy,280,14.8,-5,0,0,0,0,0
993,40.67,-73.94,2014/03/14 04:51,1394787060,Clear,0,7.4,-5,0,0,0,0,0
994,40.67,-73.94,2014/03/14 05:51,1394790660,Clear,0,0,-5,0,0,0,0,0
995,40.67,-73.94,2014/03/14 06:51,1394794260,Clear,0,7.4,-4.4,0,0,0,0,0
996,40.67,-73.94,2014/03/14 07:51,1394797860,Clear,0,11.1,-3.3,0,0,0,0,0
997,40.67,-73.94,2014/03/14 08:51,1394801460,Overcast,0,5.6,-2.2,0,0,0,0,0
998,40.67,-73.94,2014/03/14 09:51,1394805060,Overcast,0,7.4,-1.1,0,0,0,0,0
999,40.67,-73.94,2014/03/14 10:51,1394808660,Overcast,0,9.3,0,0,0,0,0,0
1000,40.67,-73.94,2014/03/14 11:51,1394812260,Overcast,0,5.6,1.7,0,0,0,0,0
1001,40.67,-73.94,2014/03/14 12:51,1394815860,Overcast,0,9.3,2.2,0,0,0,0,0
1002,40.67,-73.94,2014/03/14 13:51,1394819460,Scattered Clouds,250,14.8,4.4,0,0,0,0,0
1003,40.67,-73.94,2014/03/14 14:51,1394823060,Clear,190,13,5.6,0,0,0,0,0
1004,40.67,-73.94,2014/03/14 15:51,1394826660,Clear,210,14.8,6.7,0,0,0,0,0
1005,40.67,-73.94,2014/03/14 16:51,1394830260,Clear,0,5.6,6.7,0,0,0,0,0
1006,40.67,-73.94,2014/03/14 17:51,1394833860,Clear,180,11.1,6.1,0,0,0,0,0
1007,40.67,-73.94,2014/03/14 18:51,1394837460,Clear,170,13,5.6,0,0,0,0,0
1008,40.67,-73.94,2014/03/14 19:51,1394841060,Clear,180,11.1,5,0,0,0,0,0
1009,40.67,-73.94,2014/03/14 20:51,1394844660,Clear,180,13,5,0,0,0,0,0
1010,40.67,-73.94,2014/03/14 21:51,1394848260,Clear,220,7.4,5,0,0,0,0,0
1011,40.67,-73.94,2014/03/14 22:51,1394851860,Clear,0,0,5.6,0,0,0,0,0
1012,40.67,-73.94,2014/03/14 23:51,1394855460,Clear,0,5.6,6.1,0,0,0,0,0
1013,40.67,-73.94,2014/03/15 00:51,1394859060,Clear,0,9.3,6.7,0,0,0,0,0
1014,40.67,-73.94,2014/03/15 01:51,1394862660,Overcast,0,0,6.7,0,0,0,0,0
1015,40.67,-73.94,2014/03/15 02:51,1394866260,Overcast,200,13,7.8,0,0,0,0,0
1016,40.67,-73.94,2014/03/15 03:51,1394869860,Overcast,0,-9999,7.8,0,0,0,0,0
1017,40.67,-73.94,2014/03/15 04:51,1394873460,Overcast,0,9.3,8.9,0,0,0,0,0
1018,40.67,-73.94,2014/03/15 05:51,1394877060,Overcast,0,9.3,9.4,0,0,0,0,0
1019,40.67,-73.94,2014/03/15 06:51,1394880660,Scattered Clouds,0,-9999,8.9,0,0,0,0,0
1020,40.67,-73.94,2014/03/15 07:51,1394884260,Overcast,0,5.6,8.9,0,0,0,0,0
1021,40.67,-73.94,2014/03/15 08:51,1394887860,Overcast,0,5.6,9.4,0,0,0,0,0
1022,40.67,-73.94,2014/03/15 09:51,1394891460,Scattered Clouds,260,13,10.6,0,0,0,0,0
1023,40.67,-73.94,2014/03/15 10:51,1394895060,Partly Cloudy,0,11.1,12.2,0,0,0,0,0
1024,40.67,-73.94,2014/03/15 11:51,1394898660,Clear,280,14.8,13.3,0,0,0,0,0
1025,40.67,-73.94,2014/03/15 12:51,1394902260,Mostly Cloudy,280,18.5,14.4,0,0,0,0,0
1026,40.67,-73.94,2014/03/15 13:51,1394905860,Scattered Clouds,290,24.1,13.3,0,0,0,0,0
1027,40.67,-73.94,2014/03/15 14:51,1394909460,Partly Cloudy,270,16.7,13.9,0,0,0,0,0
1028,40.67,-73.94,2014/03/15 15:51,1394913060,Scattered Clouds,300,22.2,13.9,0,0,0,0,0
1029,40.67,-73.94,2014/03/15 16:51,1394916660,Scattered Clouds,290,13,13.9,0,0,0,0,0
1030,40.67,-73.94,2014/03/15 17:51,1394920260,Clear,300,16.7,12.8,0,0,0,0,0
1031,40.67,-73.94,2014/03/15 18:51,1394923860,Clear,290,22.2,12.2,0,0,0,0,0
1032,40.67,-73.94,2014/03/15 19:51,1394927460,Scattered Clouds,280,18.5,11.7,0,0,0,0,0
1033,40.67,-73.94,2014/03/15 20:51,1394931060,Clear,280,14.8,10.6,0,0,0,0,0
1034,40.67,-73.94,2014/03/15 21:51,1394934660,Clear,290,27.8,10,0,0,0,0,0
1035,40.67,-73.94,2014/03/15 22:51,1394938260,Clear,310,16.7,8.3,0,0,0,0,0
1036,40.67,-73.94,2014/03/15 23:51,1394941860,Clear,320,13,7.2,0,0,0,0,0
1037,40.67,-73.94,2014/03/16 00:51,1394945460,Clear,310,14.8,6.1,0,0,0,0,0
1038,40.67,-73.94,2014/03/16 01:51,1394949060,Clear,310,11.1,4.4,0,0,0,0,0
1039,40.67,-73.94,2014/03/16 02:51,1394952660,Clear,290,13,3.9,0,0,0,0,0
1040,40.67,-73.94,2014/03/16 03:51,1394956260,Clear,310,13,2.8,0,0,0,0,0
1041,40.67,-73.94,2014/03/16 04:51,1394959860,Clear,300,20.4,1.7,0,0,0,0,0
1042,40.67,-73.94,2014/03/16 05:51,1394963460,Clear,0,7.4,0.6,0,0,0,0,0
1043,40.67,-73.94,2014/03/16 06:51,1394967060,Clear,310,22.2,-0.6,0,0,0,0,0
1044,40.67,-73.94,2014/03/16 07:51,1394970660,Clear,310,20.4,-0.6,0,0,0,0,0
1045,40.67,-73.94,2014/03/16 08:51,1394974260,Clear,0,9.3,-0.6,0,0,0,0,0
1046,40.67,-73.94,2014/03/16 09:51,1394977860,Clear,0,-9999,-0.6,0,0,0,0,0
1047,40.67,-73.94,2014/03/16 10:51,1394981460,Clear,300,11.1,0,0,0,0,0,0
1048,40.67,-73.94,2014/03/16 11:51,1394985060,Clear,350,13,1.7,0,0,0,0,0
1049,40.67,-73.94,2014/03/16 12:51,1394988660,Clear,0,-9999,1.7,0,0,0,0,0
1050,40.67,-73.94,2014/03/16 13:51,1394992260,Clear,0,5.6,2.2,0,0,0,0,0
1051,40.67,-73.94,2014/03/16 14:51,1394995860,Clear,0,-9999,2.2,0,0,0,0,0
1052,40.67,-73.94,2014/03/16 15:51,1394999460,Clear,320,13,2.2,0,0,0,0,0
1053,40.67,-73.94,2014/03/16 16:51,1395003060,Clear,310,9.3,1.7,0,0,0,0,0
1054,40.67,-73.94,2014/03/16 17:51,1395006660,Overcast,0,7.4,1.1,0,0,0,0,0
1055,40.67,-73.94,2014/03/16 18:51,1395010260,Overcast,0,9.3,0.6,0,0,0,0,0
1056,40.67,-73.94,2014/03/16 19:51,1395013860,Overcast,300,13,0.6,0,0,0,0,0
1057,40.67,-73.94,2014/03/16 20:51,1395017460,Overcast,0,9.3,0,0,0,0,0,0
1058,40.67,-73.94,2014/03/16 21:51,1395021060,Overcast,0,9.3,0,0,0,0,0,0
1059,40.67,-73.94,2014/03/16 22:51,1395024660,Overcast,30,14.8,0,0,0,0,0,0
1060,40.67,-73.94,2014/03/16 23:51,1395028260,Overcast,0,9.3,0,0,0,0,0,0
1061,40.67,-73.94,2014/03/17 00:51,1395031860,Overcast,50,13,-1.1,0,0,0,0,0
1062,40.67,-73.94,2014/03/17 01:51,1395035460,Overcast,50,18.5,-1.7,0,0,0,0,0
1063,40.67,-73.94,2014/03/17 02:51,1395039060,Overcast,350,22.2,-2.8,0,0,0,0,0
1064,40.67,-73.94,2014/03/17 03:51,1395042660,Overcast,50,22.2,-3.3,0,0,0,0,0
1065,40.67,-73.94,2014/03/17 04:51,1395046260,Overcast,30,16.7,-3.9,0,0,0,0,0
1066,40.67,-73.94,2014/03/17 05:51,1395049860,Overcast,30,16.7,-4.4,0,0,0,0,0
1067,40.67,-73.94,2014/03/17 06:51,1395053460,Overcast,30,18.5,-4.4,0,0,0,0,0
