id,latitude,longitude,localtime,timestamps,conds,winddird,windspd,temperatur,fog,rain,snow,thunder,tornado
1,40.67,-73.94,2014/01/31 00:51,1391147460,Mostly Cloudy,0,0,-3.9,0,0,0,0,0
2,40.67,-73.94,2014/01/31 01:51,1391151060,Clear,260,16.7,-3.3,0,0,0,0,0
3,40.67,-73.94,2014/01/31 02:51,1391154660,Clear,280,9.3,-3.3,0,0,0,0,0
4,40.67,-73.94,2014/01/31 03:51,1391158260,Clear,0,0,-2.8,0,0,0,0,0
5,40.67,-73.94,2014/01/31 04:51,1391161860,Clear,0,-9999,-2.2,0,0,0,0,0
6,40.67,-73.94,2014/01/31 05:51,1391165460,Clear,260,14.8,-2.2,0,0,0,0,0
7,40.67,-73.94,2014/01/31 06:51,1391169060,Overcast,260,14.8,-2.2,0,0,0,0,0
8,40.67,-73.94,2014/01/31 07:51,1391172660,Mostly Cloudy,260,13,-2.2,0,0,0,0,0
9,40.67,-73.94,2014/01/31 08:51,1391176260,Mostly Cloudy,280,7.4,-1.7,0,0,0,0,0
10,40.67,-73.94,2014/01/31 09:51,1391179860,Overcast,270,16.7,-0.6,0,0,0,0,0
11,40.67,-73.94,2014/01/31 10:51,1391183460,Overcast,0,7.4,0,0,0,0,0,0
12,40.67,-73.94,2014/01/31 11:51,1391187060,Overcast,260,9.3,0,0,0,0,0,0
13,40.67,-73.94,2014/01/31 12:51,1391190660,Overcast,280,9.3,1.1,0,0,0,0,0
14,40.67,-73.94,2014/01/31 13:51,1391194260,Mostly Cloudy,270,11.1,2.2,0,0,0,0,0
15,40.67,-73.94,2014/01/31 14:51,1391197860,Mostly Cloudy,300,11.1,3.9,0,0,0,0,0
16,40.67,-73.94,2014/01/31 15:51,1391201460,Overcast,290,9.3,3.9,0,0,0,0,0
17,40.67,-73.94,2014/01/31 16:51,1391205060,Mostly Cloudy,0,0,3.9,0,0,0,0,0
18,40.67,-73.94,2014/01/31 17:51,1391208660,Scattered Clouds,280,9.3,3.9,0,0,0,0,0
19,40.67,-73.94,2014/01/31 18:51,1391212260,Overcast,0,0,3.3,0,0,0,0,0
20,40.67,-73.94,2014/01/31 19:51,1391215860,Clear,270,9.3,3.3,0,0,0,0,0
21,40.67,-73.94,2014/01/31 20:51,1391219460,Clear,260,5.6,2.8,0,0,0,0,0
22,40.67,-73.94,2014/01/31 21:51,1391223060,Overcast,0,0,2.8,0,0,0,0,0
23,40.67,-73.94,2014/01/31 22:51,1391226660,Mostly Cloudy,270,9.3,2.8,0,0,0,0,0
24,40.67,-73.94,2014/01/31 23:51,1391230260,Clear,0,0,2.8,0,0,0,0,0
25,40.67,-73.94,2014/02/01 00:51,1391233860,Clear,0,0,2.8,0,0,0,0,0
26,40.67,-73.94,2014/02/01 01:51,1391237460,Clear,320,5.6,2.8,0,0,0,0,0
27,40.67,-73.94,2014/02/01 02:51,1391241060,Mostly Cloudy,0,0,2.2,0,0,0,0,0
28,40.67,-73.94,2014/02/01 03:51,1391244660,Clear,0,0,2.8,0,0,0,0,0
29,40.67,-73.94,2014/02/01 04:51,1391248260,Clear,0,0,2.2,0,0,0,0,0
30,40.67,-73.94,2014/02/01 05:51,1391251860,Clear,0,0,2.2,0,0,0,0,0
31,40.67,-73.94,2014/02/01 06:51,1391255460,Clear,0,0,2.8,0,0,0,0,0
32,40.67,-73.94,2014/02/01 07:51,1391259060,Clear,0,0,2.8,0,0,0,0,0
33,40.67,-73.94,2014/02/01 08:51,1391262660,Clear,40,5.6,3.9,0,0,0,0,0
34,40.67,-73.94,2014/02/01 09:51,1391266260,Clear,150,9.3,5,0,0,0,0,0
35,40.67,-73.94,2014/02/01 10:51,1391269860,Clear,0,5.6,6.1,0,0,0,0,0
36,40.67,-73.94,2014/02/01 11:51,1391273460,Clear,0,7.4,6.7,0,0,0,0,0
37,40.67,-73.94,2014/02/01 12:51,1391277060,Clear,0,9.3,6.7,0,0,0,0,0
38,40.67,-73.94,2014/02/01 13:51,1391280660,Clear,0,-9999,6.1,0,0,0,0,0
39,40.67,-73.94,2014/02/01 14:51,1391284260,Clear,170,11.1,6.1,0,0,0,0,0
40,40.67,-73.94,2014/02/01 15:51,1391287860,Clear,0,7.4,5.6,0,0,0,0,0
41,40.67,-73.94,2014/02/01 16:51,1391291460,Clear,0,-9999,5,0,0,0,0,0
42,40.67,-73.94,2014/02/01 17:51,1391295060,Clear,200,9.3,4.4,0,0,0,0,0
43,40.67,-73.94,2014/02/01 18:51,1391298660,Clear,0,-9999,3.9,0,0,0,0,0
44,40.67,-73.94,2014/02/01 19:51,1391302260,Clear,170,13,4.4,0,0,0,0,0
45,40.67,-73.94,2014/02/01 21:51,1391309460,Clear,170,9.3,5.6,0,0,0,0,0
46,40.67,-73.94,2014/02/01 22:51,1391313060,Clear,190,7.4,6.1,0,0,0,0,0
47,40.67,-73.94,2014/02/01 23:51,1391316660,Haze,0,7.4,6.7,0,0,0,0,0
48,40.67,-73.94,2014/02/02 00:51,1391320260,Haze,0,0,-9999,0,0,0,0,0
49,40.67,-73.94,2014/02/02 01:51,1391323860,Haze,0,0,4.4,0,0,0,0,0
50,40.67,-73.94,2014/02/02 02:51,1391327460,Haze,0,0,3.9,0,0,0,0,0
51,40.67,-73.94,2014/02/02 03:51,1391331060,Haze,290,5.6,5,0,0,0,0,0
52,40.67,-73.94,2014/02/02 04:51,1391334660,Clear,300,5.6,5,0,0,0,0,0
53,40.67,-73.94,2014/02/02 05:51,1391338260,Clear,0,5.6,4.4,0,0,0,0,0
54,40.67,-73.94,2014/02/02 06:51,1391341860,Clear,0,5.6,5,0,0,0,0,0
55,40.67,-73.94,2014/02/02 07:51,1391345460,Haze,250,11.1,5,0,0,0,0,0
56,40.67,-73.94,2014/02/02 08:51,1391349060,Clear,290,5.6,6,0,0,0,0,0
57,40.67,-73.94,2014/02/02 09:51,1391352660,Clear,0,0,7.2,0,0,0,0,0
58,40.67,-73.94,2014/02/02 10:51,1391356260,Clear,260,7.4,7.8,0,0,0,0,0
59,40.67,-73.94,2014/02/02 11:51,1391359860,Mostly Cloudy,0,5.6,10,0,0,0,0,0
60,40.67,-73.94,2014/02/02 12:51,1391363460,Overcast,260,7.4,12,0,0,0,0,0
61,40.67,-73.94,2014/02/02 13:51,1391367060,Overcast,300,5.6,12.8,0,0,0,0,0
62,40.67,-73.94,2014/02/02 14:51,1391370660,Partly Cloudy,0,5.6,12.2,0,0,0,0,0
63,40.67,-73.94,2014/02/02 15:51,1391374260,Clear,270,7.4,11.7,0,0,0,0,0
64,40.67,-73.94,2014/02/02 16:51,1391377860,Clear,310,9.3,11.1,0,0,0,0,0
65,40.67,-73.94,2014/02/02 17:51,1391381460,Overcast,310,9.3,10.6,0,0,0,0,0
66,40.67,-73.94,2014/02/02 18:51,1391385060,Partly Cloudy,0,0,9.4,0,0,0,0,0
67,40.67,-73.94,2014/02/02 19:51,1391388660,Overcast,0,5.6,7.8,0,0,0,0,0
68,40.67,-73.94,2014/02/02 20:51,1391392260,Overcast,0,7.4,7.2,0,0,0,0,0
69,40.67,-73.94,2014/02/02 21:51,1391395860,Overcast,290,7.4,6.7,0,0,0,0,0
70,40.67,-73.94,2014/02/02 22:51,1391399460,Overcast,0,0,6.7,0,0,0,0,0
71,40.67,-73.94,2014/02/02 23:51,1391403060,Overcast,0,9.3,6.1,0,0,0,0,0
72,40.67,-73.94,2014/02/03 00:51,1391406660,Light Rain,10,7.4,5,0,1,0,0,0
73,40.67,-73.94,2014/02/03 01:51,1391410260,Light Rain,50,11.1,4.4,0,1,0,0,0
74,40.67,-73.94,2014/02/03 02:51,1391413860,Light Rain,30,14.8,3.3,0,1,0,0,0
75,40.67,-73.94,2014/02/03 03:51,1391417460,Light Snow,20,13,2.2,0,0,1,0,0
76,40.67,-73.94,2014/02/03 04:51,1391421060,Light Snow,50,9.3,1.1,0,0,1,0,0
77,40.67,-73.94,2014/02/03 05:51,1391424660,Light Snow,40,9.3,0.6,0,0,1,0,0
78,40.67,-73.94,2014/02/03 06:51,1391428260,Snow,0,11.1,0.6,1,0,1,0,0
79,40.67,-73.94,2014/02/03 07:51,1391431860,Snow,0,11.1,0,1,0,1,0,0
80,40.67,-73.94,2014/02/03 08:51,1391435460,Snow,0,11.1,0,1,0,1,0,0
81,40.67,-73.94,2014/02/03 09:51,1391439060,Snow,30,11.1,0,1,0,1,0,0
82,40.67,-73.94,2014/02/03 10:51,1391442660,Snow,30,13,-0.6,1,0,1,0,0
83,40.67,-73.94,2014/02/03 11:51,1391446260,Snow,30,14.8,0,1,0,1,0,0
84,40.67,-73.94,2014/02/03 12:51,1391449860,Snow,0,9.3,-0.6,1,0,1,0,0
85,40.67,-73.94,2014/02/03 13:51,1391453460,Snow,20,16.7,-0.6,1,0,1,0,0
86,40.67,-73.94,2014/02/03 14:51,1391457060,Light Snow,10,14.8,-0.6,0,0,1,0,0
87,40.67,-73.94,2014/02/03 15:51,1391460660,Snow,0,7.4,-0.6,1,0,1,0,0
88,40.67,-73.94,2014/02/03 16:51,1391464260,Snow,0,11.1,-1.1,1,0,1,0,0
89,40.67,-73.94,2014/02/03 17:51,1391467860,Light Snow,10,11.1,-1.1,0,0,1,0,0
90,40.67,-73.94,2014/02/03 18:51,1391471460,Overcast,60,7.4,-1.1,0,0,0,0,0
91,40.67,-73.94,2014/02/03 19:51,1391475060,Overcast,0,7.4,-1.1,0,0,0,0,0
92,40.67,-73.94,2014/02/03 20:51,1391478660,Haze,0,7.4,-1.1,0,0,0,0,0
93,40.67,-73.94,2014/02/03 21:51,1391482260,Haze,0,5.6,-1.7,0,0,0,0,0
94,40.67,-73.94,2014/02/03 22:51,1391485860,Haze,0,5.6,-2.8,0,0,0,0,0
95,40.67,-73.94,2014/02/03 23:51,1391489460,Haze,0,9.3,-2.2,0,0,0,0,0
96,40.67,-73.94,2014/02/04 00:51,1391493060,Haze,0,7.4,-2.2,0,0,0,0,0
97,40.67,-73.94,2014/02/04 01:51,1391496660,Haze,0,0,-3.3,0,0,0,0,0
98,40.67,-73.94,2014/02/04 02:51,1391500260,Haze,0,5.6,-3.9,0,0,0,0,0
99,40.67,-73.94,2014/02/04 03:51,1391503860,Haze,0,0,-4.4,0,0,0,0,0
100,40.67,-73.94,2014/02/04 04:51,1391507460,Haze,0,5.6,-5,0,0,0,0,0
101,40.67,-73.94,2014/02/04 05:51,1391511060,Haze,0,0,-5,0,0,0,0,0
102,40.67,-73.94,2014/02/04 06:51,1391514660,Haze,0,0,-5,0,0,0,0,0
103,40.67,-73.94,2014/02/04 07:51,1391518260,Haze,0,0,-4.4,0,0,0,0,0
104,40.67,-73.94,2014/02/04 08:51,1391521860,Haze,0,0,-4.4,0,0,0,0,0
105,40.67,-73.94,2014/02/04 09:51,1391525460,Haze,0,5.6,-3.3,0,0,0,0,0
106,40.67,-73.94,2014/02/04 10:51,1391529060,Haze,10,7.4,-1.7,0,0,0,0,0
107,40.67,-73.94,2014/02/04 11:51,1391532660,Haze,0,0,-0.6,0,0,0,0,0
108,40.67,-73.94,2014/02/04 12:51,1391536260,Haze,0,0,1.1,0,0,0,0,0
109,40.67,-73.94,2014/02/04 13:51,1391539860,Partly Cloudy,0,0,0.6,0,0,0,0,0
110,40.67,-73.94,2014/02/04 14:51,1391543460,Mostly Cloudy,0,5.6,1.1,0,0,0,0,0
111,40.67,-73.94,2014/02/04 15:51,1391547060,Scattered Clouds,60,9.3,1.1,0,0,0,0,0
112,40.67,-73.94,2014/02/04 16:51,1391550660,Overcast,0,0,0.6,0,0,0,0,0
113,40.67,-73.94,2014/02/04 17:51,1391554260,Mostly Cloudy,0,0,0,0,0,0,0,0
114,40.67,-73.94,2014/02/04 18:51,1391557860,Overcast,0,0,0,0,0,0,0,0
115,40.67,-73.94,2014/02/04 19:51,1391561460,Partly Cloudy,170,7.4,-0.6,0,0,0,0,0
116,40.67,-73.94,2014/02/04 21:51,1391568660,Overcast,70,7.4,0,0,0,0,0,0
117,40.67,-73.94,2014/02/04 22:51,1391572260,Overcast,60,11.1,0,0,0,0,0,0
118,40.67,-73.94,2014/02/04 23:51,1391575860,Overcast,100,9.3,0,0,0,0,0,0
119,40.67,-73.94,2014/02/05 00:51,1391579460,Overcast,60,7.4,-0.6,0,0,0,0,0
120,40.67,-73.94,2014/02/05 01:51,1391583060,Light Snow,80,11.1,-1.1,0,0,1,0,0
121,40.67,-73.94,2014/02/05 02:51,1391586660,Light Snow,60,11.1,-1.1,0,0,1,0,0
122,40.67,-73.94,2014/02/05 03:51,1391590260,Heavy Snow,70,14.8,-1.1,1,0,1,0,0
123,40.67,-73.94,2014/02/05 04:51,1391593860,Overcast,70,20.4,-1.1,0,0,0,0,0
124,40.67,-73.94,2014/02/05 05:51,1391597460,Light Freezing Rain,60,24.1,-0.6,0,1,0,0,0
125,40.67,-73.94,2014/02/05 06:51,1391601060,Light Freezing Rain,30,16.7,-0.6,0,1,0,0,0
126,40.67,-73.94,2014/02/05 07:51,1391604660,Light Freezing Rain,50,13,0,0,1,0,0,0
127,40.67,-73.94,2014/02/05 08:51,1391608260,Light Freezing Rain,80,18.5,0,0,1,0,0,0
128,40.67,-73.94,2014/02/05 09:51,1391611860,Overcast,80,20.4,0,0,0,0,0,0
129,40.67,-73.94,2014/02/05 10:51,1391615460,Overcast,70,22.2,0,0,0,0,0,0
130,40.67,-73.94,2014/02/05 11:51,1391619060,Overcast,80,13,0,0,0,0,0,0
131,40.67,-73.94,2014/02/05 12:51,1391622660,Overcast,80,16.7,0.6,0,0,0,0,0
132,40.67,-73.94,2014/02/05 13:51,1391626260,Overcast,0,7.4,0.6,0,0,0,0,0
133,40.67,-73.94,2014/02/05 14:51,1391629860,Overcast,0,5.6,0.6,0,0,0,0,0
134,40.67,-73.94,2014/02/05 15:51,1391633460,Overcast,50,5.6,0.6,0,0,0,0,0
135,40.67,-73.94,2014/02/05 16:51,1391637060,Overcast,0,5.6,1,0,0,0,0,0
136,40.67,-73.94,2014/02/05 17:51,1391640660,Overcast,360,13,0.6,0,0,0,0,0
137,40.67,-73.94,2014/02/05 18:51,1391644260,Overcast,0,0,0.6,0,0,0,0,0
138,40.67,-73.94,2014/02/05 19:51,1391647860,Overcast,0,0,0.6,0,0,0,0,0
139,40.67,-73.94,2014/02/05 20:51,1391651460,Overcast,300,9.3,0,0,0,0,0,0
140,40.67,-73.94,2014/02/05 21:51,1391655060,Overcast,0,5.6,0,0,0,0,0,0
141,40.67,-73.94,2014/02/05 22:51,1391658660,Overcast,310,13,0,0,0,0,0,0
142,40.67,-73.94,2014/02/05 23:51,1391662260,Overcast,50,14.8,0,0,0,0,0,0
143,40.67,-73.94,2014/02/06 00:51,1391665860,Overcast,10,11.1,-1.1,0,0,0,0,0
144,40.67,-73.94,2014/02/06 01:51,1391669460,Clear,360,13,-1.7,0,0,0,0,0
145,40.67,-73.94,2014/02/06 02:51,1391673060,Overcast,0,11.1,-2.2,0,0,0,0,0
146,40.67,-73.94,2014/02/06 03:51,1391676660,Overcast,0,-9999,-2.8,0,0,0,0,0
147,40.67,-73.94,2014/02/06 04:51,1391680260,Unknown,0,11.1,-3.3,0,0,0,0,0
148,40.67,-73.94,2014/02/06 05:51,1391683860,Unknown,0,9.3,-4.4,0,0,0,0,0
149,40.67,-73.94,2014/02/06 06:51,1391687460,Unknown,0,-9999,-5,0,0,0,0,0
150,40.67,-73.94,2014/02/06 07:51,1391691060,Unknown,0,-9999,-6,0,0,0,0,0
151,40.67,-73.94,2014/02/06 08:51,1391694660,Unknown,0,-9999,-6,0,0,0,0,0
152,40.67,-73.94,2014/02/06 09:51,1391698260,Unknown,0,-9999,-5,0,0,0,0,0
153,40.67,-73.94,2014/02/06 10:51,1391701860,Unknown,0,-9999,-4,0,0,0,0,0
154,40.67,-73.94,2014/02/06 11:51,1391705460,Unknown,0,-9999,-4,0,0,0,0,0
155,40.67,-73.94,2014/02/06 12:51,1391709060,Unknown,0,-9999,-3,0,0,0,0,0
156,40.67,-73.94,2014/02/06 13:51,1391712660,Unknown,280,7.4,-2.8,0,0,0,0,0
157,40.67,-73.94,2014/02/06 14:51,1391716260,Unknown,0,0,-2.2,0,0,0,0,0
158,40.67,-73.94,2014/02/06 15:51,1391719860,Clear,280,9.3,-2.2,0,0,0,0,0
159,40.67,-73.94,2014/02/06 16:51,1391723460,Clear,290,9.3,-2.2,0,0,0,0,0
160,40.67,-73.94,2014/02/06 17:51,1391727060,Clear,0,5.6,-2.8,0,0,0,0,0
161,40.67,-73.94,2014/02/06 18:51,1391730660,Clear,280,5.6,-2.8,0,0,0,0,0
162,40.67,-73.94,2014/02/06 19:51,1391734260,Clear,0,5.6,-2.8,0,0,0,0,0
163,40.67,-73.94,2014/02/06 20:51,1391737860,Clear,250,9.3,-2.8,0,0,0,0,0
164,40.67,-73.94,2014/02/06 21:51,1391741460,Clear,250,14.8,-2.2,0,0,0,0,0
165,40.67,-73.94,2014/02/06 23:51,1391748660,Clear,0,-9999,-2.8,0,0,0,0,0
166,40.67,-73.94,2014/02/07 00:51,1391752260,Clear,0,5.6,-3.3,0,0,0,0,0
167,40.67,-73.94,2014/02/07 01:51,1391755860,Clear,280,11.1,-3.3,0,0,0,0,0
168,40.67,-73.94,2014/02/07 02:51,1391759460,Clear,0,-9999,-3.3,0,0,0,0,0
169,40.67,-73.94,2014/02/07 03:51,1391763060,Partly Cloudy,0,11.1,-3.3,0,0,0,0,0
170,40.67,-73.94,2014/02/07 04:51,1391766660,Clear,290,9.3,-3.9,0,0,0,0,0
171,40.67,-73.94,2014/02/07 05:51,1391770260,Clear,290,20.4,-4.4,0,0,0,0,0
172,40.67,-73.94,2014/02/07 06:51,1391773860,Clear,280,9.3,-4.4,0,0,0,0,0
173,40.67,-73.94,2014/02/07 07:51,1391777460,Clear,0,11.1,-4.4,0,0,0,0,0
174,40.67,-73.94,2014/02/07 08:51,1391781060,Clear,0,-9999,-3.9,0,0,0,0,0
175,40.67,-73.94,2014/02/07 09:51,1391784660,Clear,0,9.3,-3.3,0,0,0,0,0
176,40.67,-73.94,2014/02/07 10:51,1391788260,Clear,0,7.4,-2.8,0,0,0,0,0
177,40.67,-73.94,2014/02/07 11:51,1391791860,Clear,300,16.7,-1.7,0,0,0,0,0
178,40.67,-73.94,2014/02/07 12:51,1391795460,Clear,280,14.8,-0.6,0,0,0,0,0
179,40.67,-73.94,2014/02/07 13:51,1391799060,Clear,0,7.4,-0.6,0,0,0,0,0
180,40.67,-73.94,2014/02/07 14:51,1391802660,Clear,0,5.6,0,0,0,0,0,0
181,40.67,-73.94,2014/02/07 15:51,1391806260,Clear,0,5.6,0,0,0,0,0,0
182,40.67,-73.94,2014/02/07 16:51,1391809860,Clear,0,5.6,0,0,0,0,0,0
183,40.67,-73.94,2014/02/07 17:51,1391813460,Clear,260,16.7,-0.6,0,0,0,0,0
184,40.67,-73.94,2014/02/07 18:51,1391817060,Clear,240,14.8,-1.1,0,0,0,0,0
185,40.67,-73.94,2014/02/07 19:51,1391820660,Clear,260,11.1,-1.1,0,0,0,0,0
186,40.67,-73.94,2014/02/07 20:51,1391824260,Clear,260,14.8,-1.1,0,0,0,0,0
187,40.67,-73.94,2014/02/07 21:51,1391827860,Clear,270,16.7,-1.1,0,0,0,0,0
188,40.67,-73.94,2014/02/07 22:51,1391831460,Clear,290,7.4,-1.7,0,0,0,0,0
189,40.67,-73.94,2014/02/07 23:51,1391835060,Clear,290,11.1,-2.2,0,0,0,0,0
190,40.67,-73.94,2014/02/08 00:51,1391838660,Clear,280,11.1,-2.8,0,0,0,0,0
191,40.67,-73.94,2014/02/08 01:51,1391842260,Clear,0,-9999,-3.3,0,0,0,0,0
192,40.67,-73.94,2014/02/08 02:51,1391845860,Clear,0,7.4,-3.9,0,0,0,0,0
193,40.67,-73.94,2014/02/08 03:51,1391849460,Clear,280,14.8,-5,0,0,0,0,0
194,40.67,-73.94,2014/02/08 04:51,1391853060,Clear,280,11.1,-5,0,0,0,0,0
195,40.67,-73.94,2014/02/08 05:51,1391856660,Clear,280,11.1,-5.6,0,0,0,0,0
196,40.67,-73.94,2014/02/08 06:51,1391860260,Clear,280,13,-5.6,0,0,0,0,0
197,40.67,-73.94,2014/02/08 07:51,1391863860,Clear,320,13,-6.1,0,0,0,0,0
198,40.67,-73.94,2014/02/08 08:51,1391867460,Clear,0,7.4,-6.1,0,0,0,0,0
199,40.67,-73.94,2014/02/08 09:51,1391871060,Clear,0,7.4,-5.6,0,0,0,0,0
200,40.67,-73.94,2014/02/08 10:51,1391874660,Clear,0,0,-4.4,0,0,0,0,0
201,40.67,-73.94,2014/02/08 11:51,1391878260,Clear,0,0,-3.9,0,0,0,0,0
202,40.67,-73.94,2014/02/08 12:51,1391881860,Overcast,0,0,-3.3,0,0,0,0,0
203,40.67,-73.94,2014/02/08 13:51,1391885460,Partly Cloudy,270,9.3,-2.2,0,0,0,0,0
204,40.67,-73.94,2014/02/08 14:51,1391889060,Overcast,0,5.6,-2.2,0,0,0,0,0
205,40.67,-73.94,2014/02/08 15:51,1391892660,Overcast,0,5.6,-1.7,0,0,0,0,0
206,40.67,-73.94,2014/02/08 16:51,1391896260,Mostly Cloudy,0,0,-2.2,0,0,0,0,0
207,40.67,-73.94,2014/02/08 17:51,1391899860,Overcast,0,0,-2.2,0,0,0,0,0
208,40.67,-73.94,2014/02/08 18:51,1391903460,Clear,290,11.1,-2.8,0,0,0,0,0
209,40.67,-73.94,2014/02/08 19:51,1391907060,Overcast,260,11.1,-2.8,0,0,0,0,0
210,40.67,-73.94,2014/02/08 20:51,1391910660,Partly Cloudy,290,14.8,-2.8,0,0,0,0,0
211,40.67,-73.94,2014/02/08 21:51,1391914260,Partly Cloudy,280,11.1,-3.3,0,0,0,0,0
212,40.67,-73.94,2014/02/08 22:51,1391917860,Clear,0,-9999,-3.3,0,0,0,0,0
213,40.67,-73.94,2014/02/08 23:51,1391921460,Partly Cloudy,300,11.1,-3.9,0,0,0,0,0
214,40.67,-73.94,2014/02/09 00:51,1391925060,Clear,290,7.4,-3.9,0,0,0,0,0
215,40.67,-73.94,2014/02/09 01:51,1391928660,Clear,300,5.6,-3.9,0,0,0,0,0
216,40.67,-73.94,2014/02/09 02:51,1391932260,Clear,300,9.3,-5,0,0,0,0,0
217,40.67,-73.94,2014/02/09 03:51,1391935860,Clear,0,7.4,-5,0,0,0,0,0
218,40.67,-73.94,2014/02/09 04:51,1391939460,Clear,0,0,-5.6,0,0,0,0,0
219,40.67,-73.94,2014/02/09 05:51,1391943060,Mostly Cloudy,0,5.6,-5.6,0,0,0,0,0
220,40.67,-73.94,2014/02/09 06:51,1391946660,Clear,40,11.1,-6.1,0,0,0,0,0
221,40.67,-73.94,2014/02/09 07:51,1391950260,Clear,0,0,-6.1,0,0,0,0,0
222,40.67,-73.94,2014/02/09 08:51,1391953860,Clear,0,11.1,-5.6,0,0,0,0,0
223,40.67,-73.94,2014/02/09 09:51,1391957460,Clear,0,5.6,-4.4,0,0,0,0,0
224,40.67,-73.94,2014/02/09 10:51,1391961060,Clear,0,11.1,-3.9,0,0,0,0,0
225,40.67,-73.94,2014/02/09 11:51,1391964660,Clear,90,5.6,-2.2,0,0,0,0,0
226,40.67,-73.94,2014/02/09 12:51,1391968260,Clear,0,0,-2.2,0,0,0,0,0
227,40.67,-73.94,2014/02/09 13:51,1391971860,Clear,0,0,-1.1,0,0,0,0,0
228,40.67,-73.94,2014/02/09 14:51,1391975460,Partly Cloudy,0,0,-1.1,0,0,0,0,0
229,40.67,-73.94,2014/02/09 15:51,1391979060,Overcast,280,11.1,-1.7,0,0,0,0,0
230,40.67,-73.94,2014/02/09 16:51,1391982660,Overcast,0,7.4,-1.7,0,0,0,0,0
231,40.67,-73.94,2014/02/09 17:51,1391986260,Light Snow,0,7.4,-2.2,0,0,1,0,0
232,40.67,-73.94,2014/02/09 18:51,1391989860,Snow,0,0,-3.3,0,0,1,0,0
233,40.67,-73.94,2014/02/09 19:51,1391993460,Light Snow,0,0,-2.8,0,0,1,0,0
234,40.67,-73.94,2014/02/09 20:51,1391997060,Light Snow,0,-9999,-2.8,0,0,1,0,0
235,40.67,-73.94,2014/02/09 21:51,1392000660,Light Snow,0,9.3,-3.3,0,0,1,0,0
236,40.67,-73.94,2014/02/09 22:51,1392004260,Haze,0,7.4,-3.3,0,0,0,0,0
237,40.67,-73.94,2014/02/09 23:51,1392007860,Partly Cloudy,0,5.6,-3.3,0,0,0,0,0
238,40.67,-73.94,2014/02/10 00:51,1392011460,Clear,0,11.1,-3.9,0,0,0,0,0
239,40.67,-73.94,2014/02/10 01:51,1392015060,Clear,290,14.8,-3.9,0,0,0,0,0
240,40.67,-73.94,2014/02/10 02:51,1392018660,Clear,280,11.1,-3.9,0,0,0,0,0
241,40.67,-73.94,2014/02/10 03:51,1392022260,Clear,0,-9999,-4.4,0,0,0,0,0
242,40.67,-73.94,2014/02/10 04:51,1392025860,Clear,0,11.1,-5,0,0,0,0,0
243,40.67,-73.94,2014/02/10 05:51,1392029460,Clear,0,5.6,-5.6,0,0,0,0,0
244,40.67,-73.94,2014/02/10 06:51,1392033060,Clear,0,7.4,-6.1,0,0,0,0,0
245,40.67,-73.94,2014/02/10 07:51,1392036660,Clear,290,11.1,-6.1,0,0,0,0,0
246,40.67,-73.94,2014/02/10 08:51,1392040260,Clear,300,14.8,-6.1,0,0,0,0,0
247,40.67,-73.94,2014/02/10 09:51,1392043860,Clear,0,-9999,-5.6,0,0,0,0,0
248,40.67,-73.94,2014/02/10 10:51,1392047460,Clear,320,14.8,-4.4,0,0,0,0,0
249,40.67,-73.94,2014/02/10 11:51,1392051060,Clear,320,16.7,-3.3,0,0,0,0,0
250,40.67,-73.94,2014/02/10 12:51,1392054660,Clear,310,18.5,-2.2,0,0,0,0,0
251,40.67,-73.94,2014/02/10 13:51,1392058260,Scattered Clouds,300,14.8,-2.2,0,0,0,0,0
252,40.67,-73.94,2014/02/10 14:51,1392061860,Scattered Clouds,300,13,-1.7,0,0,0,0,0
253,40.67,-73.94,2014/02/10 15:51,1392065460,Clear,0,7.4,-2.2,0,0,0,0,0
254,40.67,-73.94,2014/02/10 16:51,1392069060,Clear,0,11.1,-2.8,0,0,0,0,0
255,40.67,-73.94,2014/02/10 17:51,1392072660,Clear,0,7.4,-3.3,0,0,0,0,0
256,40.67,-73.94,2014/02/10 18:51,1392076260,Clear,310,11.1,-3.3,0,0,0,0,0
257,40.67,-73.94,2014/02/10 19:51,1392079860,Clear,320,11.1,-3.9,0,0,0,0,0
258,40.67,-73.94,2014/02/10 20:51,1392083460,Clear,310,14.8,-3.9,0,0,0,0,0
259,40.67,-73.94,2014/02/10 21:51,1392087060,Clear,300,7.4,-4.4,0,0,0,0,0
260,40.67,-73.94,2014/02/10 22:51,1392090660,Clear,310,11.1,-5,0,0,0,0,0
261,40.67,-73.94,2014/02/10 23:51,1392094260,Clear,300,9.3,-5.6,0,0,0,0,0
262,40.67,-73.94,2014/02/11 00:51,1392097860,Clear,300,9.3,-5.6,0,0,0,0,0
263,40.67,-73.94,2014/02/11 01:51,1392101460,Clear,310,7.4,-6.1,0,0,0,0,0
264,40.67,-73.94,2014/02/11 02:51,1392105060,Clear,310,9.3,-6.7,0,0,0,0,0
265,40.67,-73.94,2014/02/11 03:51,1392108660,Clear,320,9.3,-7.2,0,0,0,0,0
266,40.67,-73.94,2014/02/11 04:51,1392112260,Clear,0,5.6,-7.8,0,0,0,0,0
267,40.67,-73.94,2014/02/11 05:51,1392115860,Clear,0,-9999,-8.3,0,0,0,0,0
268,40.67,-73.94,2014/02/11 06:51,1392119460,Clear,310,9.3,-8.3,0,0,0,0,0
269,40.67,-73.94,2014/02/11 07:51,1392123060,Clear,0,5.6,-8.9,0,0,0,0,0
